username,location,text,tweet_date,hashtags_extracted
Stan Alto,Canada,"Get yours! 

#fullyvaccinated #covid_19 #fightthevirus #thisisourshotca 
#moderna #vaccine #covid19 #Mindimooyenh #vaccinationclinic #tbdhu #wearamask #getvaccinated 

#actor #acting #film #tv #commercial #shortfilm #native #ojibway #aboriginal #firstnation #nativeactor https://t.co/iFYAvqkN2j",2021-05-15 19:26:51,"fullyvaccinated,covid_19,fightthevirus,thisisourshotca,moderna,vaccine,covid19,mindimooyenh,vaccinationclinic,tbdhu,wearamask,getvaccinated,actor,acting,film,tv,commercial,shortfilm,native,ojibway,aboriginal,firstnation,nativeactor"
Bangkok Explorer,Germany,CCSA announces mostly positive changes to Covid-19 zone map. #Thailand #Bangkok #covid19 #coronavirus #lockdown #vaccine https://t.co/51Vfe2lIQ4,2021-05-15 19:21:57,"thailand,bangkok,covid19,coronavirus,lockdown,vaccine"
Bangkok Explorer,Germany,"Covid UPDATE: 3,095 new infections, 17 deaths, provincial totals. #Thailand #Bangkok #covid19 #coronavirus #lockdown #vaccine https://t.co/HanodE254J",2021-05-15 19:20:30,"thailand,bangkok,covid19,coronavirus,lockdown,vaccine"
Dr Nirmal Kandel #HSforHS,"Geneva, Switzerland","Scientists argued on #AirborneVsDroplets, and they will argue on #Mask vs #Vaccine. 
Public health is common sense; let us use evidence - due to public health and social measures for #COVID19, there is significant decrease of incidence of #Influenza #Flu https://t.co/nwiRCfYM60 https://t.co/R9VSTwvQlo",2021-05-15 19:18:42,"airbornevsdroplets,mask,vaccine,covid19,influenza,flu"
(((Dorit Reiss))),"Bay Area, CA","@FormerAntivax @MilkFiend17 @tenebra99 @Iron_E26 You got it. #COVID19 #vaccines, under a PREP declaration, have very limited liability. For routine vaccines - which are the focus of this thread - there are liability protections, but they're far from absolute. https://t.co/r8dFcpe5z2",2021-05-15 19:15:43,"covid19,vaccines"
Pete Kulak,,Now Bill Gates and his wife have split up how are they going to decide who gets to control the people who’ve had the Covid vaccine #COVID19 #COVIDVaccines #COVIDIOTS,2021-05-15 19:12:47,"covid19,covidvaccines,covidiots"
Pat Connors,Sacramento CA,"Covid-19 vaccine mandates are WELCOME by majority of young Americans, survey shows https://t.co/dcNdjj2nkN https://t.co/YU4XenWIOo",2021-05-15 19:09:27,
nitintiwari36903690@gmail.com,,"We have to do below things currently ,

1. Take vaccine whenever possible
2. Day you get  any symptom of COVID go for RTPCR.
3. Have any symptom start taking antibiotic with consultation from your Doctor.
4. Immediately go on isolation .Take rest and medicine properly #COVID19",2021-05-15 19:08:05,covid19
hopemagah,"California, USA","Just a mention please! Oops, had forgotten #COVID19 #vaccine is President Trump’s #MAGA. So my “thank you” is to be vaccinated. 
Will wear my mask too. 
#Trump2024 

https://t.co/8VdEm2mb8w",2021-05-15 19:06:11,"covid19,vaccine,maga,trump2024"
Qatar Day- Pulse of Nation,"Doha, Qatar","260 new COVID-19 cases and two deaths as vaccine jabs cross 2 million in Qatar 

#Qatar #COVID19 #Coronavirus #QatarNews #QatarDay 
https://t.co/ix3pa5YI2G",2021-05-15 19:04:45,"qatar,covid19,coronavirus,qatarnews,qatarday"
Dan Barrett,"Syracuse, NY","@OnondagaCounty #Covid_19 #COVID19 #vaccine  
 Testing ""Positive"" does NOT =Infected. Cycle Threshold of the PCR Test&gt;30? If not detected b/t days 3rd-7th then it does NOT matter, too late to test.  Anyone w/ common sense can figure this out. https://t.co/ktcHi3kqKj",2021-05-15 19:02:14,"covid_19,covid19,vaccine"
Saint Luke's,Kansas City,"A new poll shows one in four people are hesitant to get the COVID-19 vaccine. But doctors and health experts say the #vaccine is proven to be safe.

@41actionnews talked to Dr. Sarah Boyd, infectious disease physician on Saint Luke's #COVID19 Response Team. https://t.co/SltpFoBX03",2021-05-15 19:01:08,"vaccine,covid19"
Jai Sri Ram 🙏,"Lutyens, delhi",Bharat Biotech's nasal vaccine can be a gamechanger in fight against Covid: All you need to know | via @IndiaTVNews https://t.co/qdUXKr4dsN,2021-05-15 19:00:43,
University Health,"San Antonio, Texas","What age groups are being studied now for the COVID-19 vaccine?

Our Pediatric Hospitalist Dr. Mandie Tibball Svatek answers this #COVID19 vaccine question. #WeCanDoItSA https://t.co/tOCldRjFP8",2021-05-15 19:00:27,"covid19,wecandoitsa"
Busy Beaver Button Co.,"Chicago, Illinois","We still have our super popular ""I Got Vaccinated"" Packs in stock - only $15! 💉  They're the perfect accessory to wear and share with your friends as the world begins to re-open. Head to this link and snag one today 👍  Link: https://t.co/eDW2CEAIc9 #covid #covid19 #vaccine https://t.co/KD08TsuvAT",2021-05-15 19:00:24,"covid,covid19,vaccine"
Boston Public Health,Boston,"For most, getting the first available #COVID19 vaccine is the best thing you can do to protect yourself. Your odds of contracting a possibly life-threatening case of COVID are much higher than your odds of a serious side effect from the Johnson &amp; Johnson vaccine. Trust the facts. https://t.co/drdC5Juo5y",2021-05-15 19:00:24,covid19
AMA,Chicago/Washington D.C.,.@CDCgov has launched new web and texting tools to make it easier for patients to find vaccine appointments and get answers to their burning #COVID19 questions. Learn more about https://t.co/sivOlG4QBY and how it can help combat vaccine hesitancy. https://t.co/qqlLAnw0C7,2021-05-15 19:00:00,covid19
toronto.com,Toronto,"Vaccine allocations for #Toronto, #Peel set to plunge with end of extra supply for COVID-19 hot spots:

https://t.co/s6vVvqaySB #COVID19 https://t.co/elfZaxRqvF",2021-05-15 19:00:00,"toronto,peel,covid19"
DrGandalf 🎙️,Nottingham,"How to access your covid vaccination details.

Register with NHS app: https://t.co/snBSOXxFcp

#COVID19 #VaccineRegistration #vaccine #NHSApp https://t.co/8qBChXWmHb",2021-05-15 18:59:28,"covid19,vaccineregistration,vaccine,nhsapp"
Sudip Das,,"@vivekagnihotri Modi team is workings excellently to tackle Covid19 Pandemi. India invented vaccine of it's own first time and started vaccination within 1 year and now launching medicine for those Covid patients suffering from breathing problems, remarkable.",2021-05-15 18:59:21,
Paperbirds_Coronavirus,,In the news: COVID vaccine live updates: Here's what to know in North Carolina on May 15 https://t.co/U0NFZNU8FR #coronavirus #COVID19 #2019ncov,2021-05-15 18:59:04,"coronavirus,covid19,2019ncov"
MissMaryPrep,"Maryland, USA","How many ""less severe"" #COVID19, or vaccine breakthrough, cases did @CDC count? https://t.co/uWqyPzNkWw https://t.co/5IO3PNC3sR",2021-05-15 18:58:21,covid19
City A.M.,"London, England","Covid state of play: Steep drop in infection rate while vaccine rollout picks up speed 

New infections, vaccinated Brits, different age groups. Here are the numbers --&gt; https://t.co/JA1Iirik82

#Covid19 #indianvarient #Indianvariant #CovidVaccine #Covid #Coronavirus #Pandemic https://t.co/m2zKzBR1yD",2021-05-15 18:52:28,"covid19,indianvarient,indianvariant,covidvaccine,covid,coronavirus,pandemic"
Lüc (The RFA),"Vancouver, British Columbia",Anyone else who had Covid and then got the vaccine feel like trash? My skin feels like I had a full body tattoo yesterday. #COVID19,2021-05-15 18:46:29,covid19
POST Online Media,World,Most vulnerable in UK offered second dose of COVID-19 vaccine https://t.co/vLeQ9XRFaW #Health https://t.co/eQQT8822Zi #news #explore #follow 142,2021-05-15 18:45:02,"health,news,explore,follow"
covidhealth,,What the Slowing COVID Vaccine Rates Mean for One Rural Montana County https://t.co/EQBBIru9YG #COVID19,2021-05-15 18:42:54,covid19
New Brunswick NAACP,"New Brunswick, NJ","#Repost@njdeptofhealth COVID-19 vaccines are safe, effective and free for all. Learn more at https://t.co/RZ5pcDGmuZ. https://t.co/5NEE0UibIy",2021-05-15 18:42:07,repost
New Brunswick NAACP,"New Brunswick, NJ","#Repost @njdeptofhealth 
COVID-19 vaccines are safe, effective and free for all. Learn more at https://t.co/RZ5pcDGmuZ. https://t.co/zHjKkEDVMC",2021-05-15 18:41:09,repost
Pooja Sarma (Birth Name - Jimani),"Guwahati, India",This COVID-19 vaccine tracker will notify you when vaccine slots become available near your location 🇮🇳 https://t.co/fayJYlZrp5 via @labnol,2021-05-15 18:40:54,
Tandav,Assam,@nhm_assam @MoHFW_INDIA @keshab_mahanta @PomiBaruah @diprassam No use of giving him the vaccine...take the vaccine out of him and give it to Covid19...Covid will disappear,2021-05-15 18:34:03,
marc schcher,"ÜT: 41.919172,-87.668115",Honer system? Right....... that will work?    #covid19 #masks #vaccination via @NYTimes https://t.co/H1B2PlwnfH,2021-05-15 18:31:50,"covid19,masks,vaccination"
Lowell Reiland,,Even though I am fully Covid19 vaccinated there is zero chance that I will shop in any store that uses an honor system for the next 1-2-3 years that the Pandemic with us. Government issued vaccine Passports are the only way to proceed. 😷👍👍👍👍👍😷 https://t.co/DPbvdfXjdW,2021-05-15 18:31:08,
INDIA NARRATIVE,Delhi,"The World Health Organization (WHO) has issued a grim warning for 2021 saying that the #COVID19 pandemic will be deadlier than that of 2020, especially on account of vaccine greed among rich nations.

@WHO #IndiaNarrative

https://t.co/PEGRzPgy4z",2021-05-15 18:31:00,"covid19,indianarrative"
Awe Digital Tech,United States,"STAY SAFE!
UV-C Sanitizer.
https://t.co/Ejm7NuBKKd

#coronavirus #CoronaPandemic #CoronavirusIndia #COVID19 #CovidIndia #COVIDー19 #Covid_19 #sanitizer #healthy #safety #StayHomeStaySafe #Travel #MothersDay #homemade #vaccine #freedom #HODL #EfYam #quote #win #WINWIN #Medical https://t.co/mR9Z1gZGH9",2021-05-15 18:30:50,"coronavirus,coronapandemic,coronavirusindia,covid19,covidindia,covidー19,covid_19,sanitizer,healthy,safety,stayhomestaysafe,travel,mothersday,homemade,vaccine,freedom,hodl,efyam,quote,win,winwin,medical"
SequenceCentral,"Palo Alto, CA",Documents Reveal Pharma Plot to Stop Generic Covid-19 Vaccine Waiver https://t.co/YyIsEDCMWW #covid19 #tech,2021-05-15 18:30:49,"covid19,tech"
Jeff,"Dallas, TX","There are vaccines that are 95% effective. Why even consider the #JohnsonAndJohnson #vaccine?
#covid #covid19 #JohnsonJohnson 
https://t.co/RVCPvlwUIa",2021-05-15 18:30:20,"johnsonandjohnson,vaccine,covid,covid19,johnsonjohnson"
MicrobesInfect,"Paris, France","#COVID19 cases in adults fell by 80% five weeks after a 1st dose of the Pfizer, Moderna or AstraZeneca vaccine, according to Italian study.

There was also a 90% drop in hospitalizations &amp; 95% drop in deaths.

https://t.co/xOQ31HzWoW",2021-05-15 18:14:49,covid19
WiseWarrior69 FOREVER 🎓💪😷 #GetVaccinated 🙏,"Jackson, CA","A growing number of major retailers are lifting mask requirements for those who are fully inoculated for #COVID19 after new federal guidance, largely moving to an honor system in which they trust that only vaccinated people will bare their faces. 😷🦠🙄🤥 https://t.co/Kpk8P4iCmC",2021-05-15 18:13:25,covid19
National Kidney Foundation,New York,"Most doctors agree that the benefits of the #COVID19 vaccine for people with kidney disease, those on dialysis, and kidney transplant recipients are much greater than the risk of serious disease or complications from COVID-19. Learn more: https://t.co/XIHa9BfPpn https://t.co/ub0IECQ4od",2021-05-15 18:12:16,covid19
Earthlovers,Pacific NW US,"HBO Real Time show cancels after host @BillMaher test positive PCR for #Covid after fully vaccinated.
Brings question vaxxed mask wearing privileges/mandates.
Who knows who's spreading what...?
What would Kary Mullis say now?
#YouGMO
#Vaccine
#Covid19
#GMO
https://t.co/QdujedJ7Ca https://t.co/mEAIpyUlCn",2021-05-15 18:10:55,"covid,yougmo,vaccine,covid19,gmo"
WomensPowerCen,,#COVID19Vaccination #COVID19 We arn’t fully safe with #coronavirus #vaccine as #virus changes itself. World needs ways get rid of #lockdown Normally #sold in #Amazon https://t.co/rzyWrMlQr3 we R giving it #FREE https://t.co/mUOK62YavV #COVID19India,2021-05-15 18:10:03,"covid19vaccination,covid19,coronavirus,vaccine,virus,lockdown,sold,amazon,free,covid19india"
James Rangeley,,"What are your thoughts on covid restrictions does the government have the right to enforce restrictions on us the people? Do restrictions even work? What are your thoughts? 
#COVID19 #restrictions #vaccine",2021-05-15 18:07:58,"covid19,restrictions,vaccine"
Abhishek mishra,,"Got the COVID vaccine today. Want to urge everyone to get vaccinated ASAP whenever you get the opportunity. We'll win the battle against this vigorous enemy of corona virus. Stay home stay safe.
#vaccinated #WearAMask #COVID19 #CovishieldVaccine #IndiaFightsCOVID19 https://t.co/qWleOoygDX",2021-05-15 18:04:00,"vaccinated,wearamask,covid19,covishieldvaccine,indiafightscovid19"
Durham Region Health Department,"Durham Region, ON","Individuals 18+ who work in hot spot postal codes L1S, L1T, L1V, L1X &amp; L1Z are now eligible to receive #COVID19 vaccine at #DurhamRegion mass clinics in Ajax, Pickering &amp; Whitby, hot spot pop-up &amp; hot spot mobile clinics.

 For ID requirements, visit https://t.co/fdB7jVejTi https://t.co/IFkxr3i8qA",2021-05-15 18:03:52,"covid19,durhamregion"
Gitte Pedersen,"Boston, MA",The #Pfizer vaccine has now been approved for use in adolescents as young as 12. Children ages 12-15 will now be eligible for this #COVID19 vaccine as society makes plans to go back to school this fall. @SyraMadad https://t.co/7tKAKGG9hM,2021-05-15 18:03:31,"pfizer,covid19"
American Academy of Antiaging Medicine (A4M),,"Learn how to effectively treat the #COVID19 long-hauler population, navigate vaccine complexities, &amp; more through an integrative approach during this timely workshop: https://t.co/yH5OtRMg8V
#A4M #MedicalEducation #integrativemedicine #longhaulers @pugliesemd @ElisaSongMD https://t.co/hG8bZjMWUm",2021-05-15 18:03:11,"covid19,a4m,medicaleducation,integrativemedicine,longhaulers"
Chloe,"England, United Kingdom","As suspected, the large Muslim community at fault 
Generally refusing vaccine, even if they did want it they delayed bcos of Ramadan then had parties 
😡 #COVID19
#IndianVariant

Anyone living in Bolton is invited for Covid jab before 5pm today https://t.co/zY431T3lNa @MailOnline",2021-05-15 18:02:30,"covid19,indianvariant"
The Chapel Medical Centre,Slough ,"""I've decided that, although I am breastfeeding, I'm going to go ahead and get the vaccination.""

New mum Shantelle explains why she'll be getting the #COVID19 vaccine.

If you are pregnant or breastfeeding &amp; have concerns about the jab speak to your GP.

https://t.co/UEaE5uJPwB",2021-05-15 18:01:50,covid19
Mithun Roy,"Bombay (Mumbai), India",SII doing its best to ramp up #COVID19 vaccine production says CEO Adar Poonawalla. #JSW https://t.co/YU2tEuMyJH,2021-05-15 18:01:14,"covid19,jsw"
Toronto Public Health,Toronto,Vaccination is underway at city-run clinics for eligible residents. You can book at https://t.co/y3cF6wpCpz or call 1-833-943-3900. Check out our vaccine eligibility chart to see who is eligible for a vaccine: https://t.co/0jlx2F912X. https://t.co/IjgaxzeuHl,2021-05-15 18:00:51,
Laundry Equipment,"Portland, Oregon","Get free rides to COVID-19 vaccine sites through Uber, Lyft. https://t.co/E9bwbwPb0y  #GetVaccinated #COVID19 #Uber #Lyft https://t.co/nDmakaxpYe",2021-05-15 18:00:13,"getvaccinated,covid19,uber,lyft"
mensaandproud,Ohio,"Covid-19 vaccine mandates are WELCOME by majority of young Americans, survey shows https://t.co/JFULFrSlHt",2021-05-15 18:00:12,
Department of Health and Social Care,England,"""I've decided that, although I am breastfeeding, I'm going to go ahead and get the vaccination.""

New mum Shantelle explains why she'll be getting the #COVID19 vaccine.

If you are pregnant or breastfeeding &amp; have concerns about the jab speak to your GP.

https://t.co/PKVgX10aE3 https://t.co/6emchh4nFP",2021-05-15 18:00:01,covid19
Mike Flugennock,Washington DC,"Covid-19 vaccine mandates are WELCOME by majority of young Americans, survey shows — RT USA News https://t.co/BTbh7OD8BI #",2021-05-15 17:58:06,
MarginCall 📈📉,"New York, USA","#COVID19
#CovidIndia
#COVIDー19
#COVIDEmergency
#IndianVariant

So now every Fuckin' channel showing projections that 200 cr doses of #vaccine received as 'Bheekh' will be available by Dec.

Dear Bhakts it is just MAY, by December every house will have a member dying of #Covid",2021-05-15 17:57:20,"covid19,covidindia,covidー19,covidemergency,indianvariant,vaccine,covid"
Todd B. #DefundThePolice,Occupied Duwamish Territory,"“According to ⁦@OpenSecretsDC⁩ , #PhRMA has spent $8.7 million on lobbying so far this year. This, as client #Pfizer has raked in $3.5 billion in profits from the sale of its #COVID19 #vaccine in just the first 3 months of 2021.” #VaccineEquity  https://t.co/edtigipD4b",2021-05-15 17:55:52,"phrma,pfizer,covid19,vaccine,vaccineequity"
