,text,favourite_count,retweet_count,created_at,username,location
500,"In this Covid-19 era, one hardly hears any good news. The way the pandemic has licked up the global economy is unprecedented in our living memory.

For more: https://t.co/iPQTscJsVl

#etribune #TribuneBusiness #india",5,3,2021-05-10 03:45:26,Tribune Business,
501,"Inter-State Travel: These States Require A Negative Covid-19 Test Report For Entry

#Covid19NegativeReport #India #InterStateTravel #RTPCRTest #TravelGuidelines #TravelRestrictions

https://t.co/nmdbvXZ7DU https://t.co/hZiUGtYY6j",2,0,2021-05-10 03:42:24,travelobiz,India
502,"@TOIGurgaon RTPCR tests are now half of what it used to be. Many labs not taking RTPCR testing, says 3 days waiting. This is the condition in NCR(Gurgaon, Noida, Delhi) . Remember only more tests, isolation, early treatment can help fight Covid-19, #COVID19 #India @barandbench 🙏",0,1,2021-05-10 03:35:31,AJ,"Gurgaon, India"
503,#Breaking: #NewDelhi amid #India’s #COVID-19 crisis as the healthcare system https://t.co/d3uKr6jER5,0,0,2021-05-10 03:33:57,News247WorldPress Breaking,London United Kingdom
504,"#StocksInNews | @Cipla_Global in licensing pact with Eli Lilly for #COVID19 treatment in #India; pact for Baricitinib for COVID-19 indication (Agencies) 

#COVIDSecondWave https://t.co/6J1m2eUkmW",6,2,2021-05-10 03:25:21,ET NOW,India
505,"Today's Newspaper 10/05/2021 #vatannivatdaily 🗞️

Follow @vatannivat1 
#vatannivat #corona #coronacases #covid_19 #coviddeaths #mamatabanerjee #american #kaganaranaut #jigardangadhavi #shahidkapoor #mirakapoor #tmkoc #anjalibhabhi #virafpatel #salonikhanna #pratikgandhi #india https://t.co/XxCxSPIOQ4",0,1,2021-05-10 03:22:14,Vatan Ni Vat,
506,Covid Jabs Won't Raise Immunity In Organ Transplant Patients: Study - OTV News #India SGX Nifty #DesiNews https://t.co/0CGigRQeP2 https://t.co/LNzpER31Au,0,0,2021-05-10 03:17:03,news,
507,United Airlines will stop their services for a short time between Chicago and New Delhi and will be holding up new plan to start flights between San Francisco and Banglore due to Covid-19 high cases in India @united #UnitedStates #flights #flightban #Chicago #NewDelhi #India https://t.co/OLsyVCw1GH,2,0,2021-05-10 03:13:47,JordanianPrivateJetsServices,"Amman, Hashemite Kingdom of Jordan"
508,"#COVID19Vaccination
#Ramzan
COVID-19
""Vaccination During Ramzan"" by M.A.Aleem  Neurologist #Trichy #Tamilnadu #India in the Readers Mail Column of Tiruchi The Hindu on 10.05.2021

Readers Mail https://t.co/f1oUPViuOx",0,0,2021-05-10 03:12:30,I Love Trichy,Trichy Tiruchirappalli 
509,#India'n American doctors pitch in with free telehealth advice during #India’s #Covid-19 cr... https://t.co/x9hZIPLpUV https://t.co/RvqRklo7JZ,0,0,2021-05-10 03:12:21,Jenkers News (ENG),San Francisco
510,"#COVID19Vaccination
#Ramzan
COVID-19
""Vaccination During Ramzan"" by M.A.Aleem  Neurologist #Trichy #Tamilnadu #India in the Readers Mail Column of Tiruchi The Hindu on 10.05.2021

Readers Mail https://t.co/kclE1gTnU0",0,0,2021-05-10 03:12:02,SwachhTrichy,"Trichy , Thuvarankurichi"
511,"#COVID19Vaccination
#Ramzan
COVID-19
""Vaccination During Ramzan"" by M.A.Aleem  Neurologist #Trichy #Tamilnadu #India in the Readers Mail Column of Tiruchi The Hindu on 10.05.2021

Readers Mail https://t.co/DeIXkd98CO",0,0,2021-05-10 03:11:33,Dr.M.A.Aleem,"Trichy,Tamil Nadu India"
512,"COVID-19: India records new 366,499 infections, 3,748 deaths | https://t.co/698PQniB8I
#Khabarhub #COVID19 #India https://t.co/DGNzZHIGT9",1,0,2021-05-10 02:56:54,Khabarhub English,"Kathmandu, Nepal"
513,1 in 10 COVID-19 patients in India receiving free oxygen thanks to major company (image:Mukesh Ambani/Facebook) https://t.co/R3TFKmMHue  #covid19 #india #oxygen #RelianceIndustries https://t.co/2EJjSGntEs,0,0,2021-05-10 02:55:17,96.3 Reach FM,"Grande Prairie, AB"
514,"#COVID19 #COVIDVaccination #TopmostPriority #CentralGovt #SupremeCourt #Affidavit #India #DY365
COVID-19: Centre files affidavit in SC, says completing vaccination of vulnerable groups ‘topmost priority’
https://t.co/GD35UEjUNg",7,0,2021-05-10 02:53:42,DY365,"Guwahati, India"
515,"Emirates airline to ship #COVID19 #medicalaid into #India for #free 
#Dubai’s long-haul carrier @emirates said on Sunday it will begin shipping aid from the @WHO and other groups into India for free to help fight a crushing outbreak of #COVID19
https://t.co/QCWK7UjyhN #MiddleEast",1,0,2021-05-10 02:52:08,Timothy Karera,North America 
516,"Only 4.6% of 200 million in #India's most-populous state #vaccinated by 8 May, lowest of any province. As death, infection rage undercounted, unmonitored in #SecondCovidWave, a govt criminalising reality is unprepared for #thirdwave: By @javedmansari https://t.co/YPgXbdZmk5",139,90,2021-05-10 02:50:22,Article 14,
517,"#India  #coronavirus  TRY TO AVOID coronavirus disease 2019 (COVID-19). 
AVOID PEOPLE, 2 m DISTANCE. USE A MASK. WASH YOUR HANDS. NO TO A HANDSHAKE.  NO HIGH FIVES. NO KISSES ON THE FACE.  NO HUGGING. AVOID TOUCHING YOUR EYES, NOSE AND MOUTH. #COVID19 #Brazil https://t.co/0Y8P11G733",0,0,2021-05-10 02:49:12,WORLD UPDATES #coronavirus disease 2019 (COVID-19),United Kingdom
518,COVID-19 Vaccine rollout and the National Immunization Program https://t.co/j563SAycyw #covid19 #access2meds #india,0,1,2021-05-10 02:46:41,Matthew Rimmer,"Brisbane, Queensland"
519,"Global #Coronavirus quick facts: 
Cases:157,680K(↑0.5%)&amp;US accounts for 20.7%
Deaths:3,283 K(↑0.4%)&amp;US accounts for 17.7%
Top 5:
#US:32,686K cases(↑0.1%)
#India:22,296K(↑1.9%)
#Brazil :15,145K(↑0.4%)
#France: 5,829K(↑0.4%)
#Turkey:5,016K(↑0.4%)
https://t.co/MR4EDxurFH https://t.co/yu6GRi3niu",0,1,2021-05-10 02:30:39,Timothy Karera,North America 
520,"#Money9Edit | To rope in the services of untrained medics in the rural and semi-urban areas in the fight against COVID-19 is a welcome move

#COVID19 #healthcare #frontlineworkers #WestBengal #India 

https://t.co/TQ4nMhN1wb",1,2,2021-05-10 02:30:01,Money9,
521,"#news #business#technology #usa #china #india #covid #covid19 good news why isn't anyone talking about it. Immediate Use of Ivermectin Medicine Globally Can End COVID-19 Pandemic: Scientists

https://t.co/7eSpjqXwrF",1,0,2021-05-10 02:28:21,Alex Greystoke,"Austin, TX"
522,"@abc13houston #India only just disclosed conflict interest viz state epi study on state ip-interest #Covaxin #B1617 efficacy.

Aside, other reports = mitigate worst of FL strains here; Yay, 4 now.

617 in US: 5-day old #Singapore good news. Tho ""unlinked"" cases, since.
https://t.co/OITY2lmfcL",0,0,2021-05-10 02:25:07,Alex SacK,"San Francisco, CA"
523,"#IndiaListing #india #indiaevents #indianews #indiapeople 47,930 new cases, 490 deaths in State: As the State prepared to go into a more stringent lockdown to arrest the soaring number of COVID-19 cases, it continued to report huge numbers… https://t.co/qFaNqprpx5",0,0,2021-05-10 02:19:03,Online Listing,United States
524,Baps Charities Mobilizes Resources To Save Lives As COVID-19 Wreaks Havoc In India: TORONTO: BAPS Charities are stepping forward to help fight the surge in the COVID-19 pandemic that is… https://t.co/5HnFiY92Ah #Canada #Community #India #BAPSCharities #BAPSCharitiesinCanada,0,1,2021-05-10 02:09:04,Weekly Voice,Toronto
525,"#China's Red Cross offers humanitarian support to #India's COVID-19 fight.
https://t.co/9IuKkXG5fG https://t.co/Q9PW0nHPoL",13,3,2021-05-10 01:59:26,China SCIO,"北京, 中华人民共和国"
526,"#COVID-19 Update / #Corona will cause major devastation in #India in next three months, 1 million deaths .. #SciencemagazineLancet https://t.co/3i97xeoiAB",0,0,2021-05-10 01:57:44,Zoom News,India
527,"Watch | '1 Million Indians May Have Already Died of COVID-19' https://t.co/IidluKNLDb
#CoronavirusIndia #Coronavirus #COVID19 #pandemic #india #muradbanaji #undercountingthedead",0,0,2021-05-10 01:55:10,MBM,delhi
528,India: Modi's $1.8 billion renovation project faces criticism amid India's biggest public health crisis #NarendraModi #CentralVistaProject #CentralVista #India #Coronavirus #Pandemic #COVID #COVID19 #CovidIndia #Covid_19 https://t.co/LiXr8iHwXz,0,0,2021-05-10 01:55:00,www.THEPIGEONEXPRESS.com,
529,"#India ‘s Science Ministry funds trial on effect of religious hymn #GayatriMantra in treating #COVID-19 - The Hindu 

Pagla gaya hai @BJP4India 

https://t.co/OBEnREBLGR",1,0,2021-05-10 01:47:39,Manoj Shinde,"Boston, MA"
530,Supreme Court orders States to release all prisoners who were released last year to prevent COVID-19 spread | Bar &amp; Bench #India https://t.co/nPWWwZ23yK,0,0,2021-05-10 01:47:00,LawNewsIndex.com,"Cardiff, UK"
531,"Watch | '1 Million Indians May Have Already Died of COVID-19' https://t.co/HaCyTroku7
#COVID19 #CoronavirusIndia #Coronavirus #pandemic  #undercountingcoviddead #india",0,0,2021-05-10 01:45:18,Musafir Namah,"New York, US & Delhi, India"
532,"@RoflGandhi_ https://t.co/XHjNybVEKS
Enjoying #vikas mitrooo??
Over 1 million dead and much more will be- #SuperSpreaderModi #amitshah successfully lead #india into mass butchering- while #IPL and #CentralVistaProject and #rudy was hiding #Ambulances - #modi wanted more casualties. https://t.co/aeMGSRhShj",0,0,2021-05-10 01:35:28,🇨🇦 Sammy Gill 🇨🇦,Canada
533,The Institute for Health Metrics and Evaluation estimates that India will see a staggering 1 million deaths from COVID-19 by Aug 1.https://t.co/0WtHwdlf1v #coronavirusindia  #CoronaVirus #Covid19 #pandemic #OxygenShortage #india #lancet,0,0,2021-05-10 01:32:10,Musafir Namah,"New York, US & Delhi, India"
534,"India COVID-19 Updates:

Cases: 366499
Deaths: 3748
Recovered: 353768

Total Cases: 22662410
Total Deaths: 246146
Total Recovered: 18665266
#IndiaCorona #IndiaCovid19 #COVID19India #India #Corona #COVID19",0,0,2021-05-10 01:30:46,#CoronaIndia Updates,India
535,"India has become the fastest country in the world to administer 16 crore doses of COVID-19 vaccine in 109 days.
That's half of the USA.
That's one Russia.
That's 2.5 times of the UK.
That's 7 times Australia.
#CovidIndia #COVID19 #India #IndiaCovidCrisis #IndiaFightsBack https://t.co/4CqNCUt01k",1,1,2021-05-10 01:27:20,Gaura Travel,
536,"Article by @muradbanaji ""According to data from the third national serosurvey, across India just 3% of infections were detected through testing in 2020"" -this explains why Govt &amp; bhakts gloat over the fact that #India has 1 of the lowest #CovidDeaths rates
https://t.co/eK7mum49OI",7,5,2021-05-10 01:11:27,"Annu Jalais, PhD",Kolkata
537,India’s private telecom operators and infrastructure providers have expressed concerns over rumours circulating in social media platforms about 5G spectrum trials fueling the spread of COVID-19 in the country. #COVID-19 #5Grumours #India https://t.co/zRjWTYBhy5,1,0,2021-05-10 01:00:14,BillingViews,Scotland
538,India’s private telecom operators and infrastructure providers have expressed concerns over rumours circulating in social media platforms about 5G spectrum trials fueling the spread of COVID-19 in the country. #COVID-19 #5Grumours #India https://t.co/QH2Q4G0mWt,0,0,2021-05-10 01:00:12,John Tanner,Hong Kong
539,India’s private telecom operators and infrastructure providers have expressed concerns over rumours circulating in social media platforms about 5G spectrum trials fueling the spread of COVID-19 in the country. #COVID-19 #5Grumours #India https://t.co/F0vPm3nz1R,0,0,2021-05-10 01:00:10,Tony Poulos,France
540,India’s private telecom operators and infrastructure providers have expressed concerns over rumours circulating in social media platforms about 5G spectrum trials fueling the spread of COVID-19 in the country. #COVID-19 #5Grumours #India https://t.co/uL9jVsppRq,0,0,2021-05-10 01:00:07,Disruptive.Asia,Hong Kong
541,"Here is how we are switching gears to support our community of children, parents, and teachers in India in these unprecedented times:
https://t.co/u5qkNHnnis

#COVID19 #India #educationalprograms #makingandtinkering https://t.co/IzJfSRUkJs",2,2,2021-05-10 00:50:44,Unstructured Studio,"Toronto, Canada"
542,"#India recorded 4,03,738 fresh COVID-19 cases in a day, which pushed the tally to 2,22,96,414, 

The death toll climbed to 2,42,362 with 4,092 daily deaths while the national COVID-19 recovery rate was recorded at 82.15 per cent.#Worldnbc https://t.co/BIFHhuzmGQ",1,0,2021-05-10 00:39:53,World NBC,"Chicago, IL"
543,"#India reported more than 4,000 #Covid-19 deaths for a second day, as the nation battled the world’s worst outbreak of the virus. The country on Sunday recorded 4,092 fatalities and found 403,736 new cases",0,0,2021-05-10 00:35:58,TheMachine,
544,"@michaelghead of @CIRUsoton @unisouthampton, writes that preparedness and cooperation will be key to ensuring that there isn't another #COVID19 experience like India's

Read here: https://t.co/cxAd0Hhmo2

@WHO 
#pandemic #India #emergency #healthcrisis #governancefailure https://t.co/O9nlISwWPg",2,3,2021-05-10 00:30:02,Unravel,Singapore
545,"Where is @smritiirani troll to @RahulGandhi?

Why is she missing? Is she free from trolling to #RahulGandhi
playing Antakshari or banging thali?

When will she speak against crime against women and mismanagement of #COVID19India crisis? #Modi
Failed #India
https://t.co/bZA3l30OqT",0,0,2021-05-10 00:29:54,Francis Fernandes,
546,"Tuk-tuks are helping us respond to #COVID19 in #India!

In #Mumbai, MSF health educators are sharing essential COVID-19 prevention information through loudspeakers on tuk-tuks. 

Learn more here: https://t.co/Iw7ZcELE6F https://t.co/ANzNnzwVLm",28,9,2021-05-10 00:25:49,MSF Australia,Australia
547,"With parts of #Asia and #LatinAmerica under siege, global #Covid -19 deaths in 2021 are on track to exceed the 2020 toll. #SuperSpreaders #vaccines #pandemic #GlobalPandemic #India #CovidDeaths #CovidVariants #GlobalEconomy #Covid19 #Africa #SouthAmerica  https://t.co/eSXAJ49cij",0,0,2021-05-10 00:24:17,Susan Coia Gailey,Massachusetts
